FISHID,TOWID,PERIOD,TOWDATE,STRAT,LAT,LON,SEASON,SEX,MATURITY,LENGTH,OTO_WT,A1,A2,AGE
2350_237_2,2350_237,IBS1,12/03/03,STELL,42.91705,-70.59816667,WINTER,M,R,56,0.5206,3.26,5.21,5
2350_251_5,2350_251,IBS1,11/25/03,MBAY,42.84761667,-70.39605,WINTER,F,R,87,0.6583,2.77,4.45,6
2350_253_1,2350_253,IBS1,11/25/03,WME,42.82728333,-70.57326667,WINTER,F,R,68,0.4839,3.24,5.24,4
2350_253_4,2350_253,IBS1,11/25/03,WGOM,42.82728333,-70.57326667,WINTER,M,U,84,0.7238,2.38,3.73,6
2350_260_4,2350_260,IBS1,11/25/03,WGOM,42.83271667,-70.46688333,WINTER,F,R,84,0.8026,2.09,5.23,5
2350_269_5,2350_269,IBS1,11/26/03,WGOM,42.7714,-70.52075,WINTER,F,R,88,0.6994,2.83,4.71,5
2350_285_4,2350_285,IBS1,11/26/03,WGOM,42.73473333,-70.52323333,WINTER,M,R,71,0.5428,3.25,5.06,4
2350_31_1,2350_31,IBS1,12/28/03,MBAY,44.2985,-68.16575,WINTER,M,R,72,0.5005,2.86,4.33,4
2350_32_1,2350_32,IBS1,12/28/03,CCB,44.30463333,-68.04685,WINTER,M,R,67,0.5542,2.93,4.74,4
2350_328_4,2350_328,IBS1,12/04/03,CCB,42.43283333,-70.44333333,WINTER,M,R,71,0.6181,3.04,5.12,5
2350_332_10,2350_332,IBS1,12/04/03,GSC,42.4195,-70.37983333,WINTER,M,R,67,0.4536,2.96,5.19,4
2350_332_3,2350_332,IBS1,12/04/03,CCB,42.4195,-70.37983333,WINTER,M,R,65,0.4513,3.07,4.86,4
2350_334_1,2350_334,IBS1,12/03/03,GSC,42.38401667,-70.71601667,WINTER,M,R,88,0.6082,2.82,5.45,5
2350_334_11,2350_334,IBS1,12/03/03,GSC,42.38401667,-70.71601667,WINTER,F,R,90,0.6283,2.8,5.42,5
2350_369_9,2350_369,IBS1,12/10/03,EME,42.12183333,-70.49033333,WINTER,F,R,86,0.701,2.9,5.09,5
2350_376_19,2350_376,IBS1,12/13/03,IBAY,42.07683333,-70.51933333,WINTER,F,R,100,0.9982,2.89,5.6,6
2350_376_22,2350_376,IBS1,12/13/03,IBAY,42.07683333,-70.51933333,WINTER,F,R,102,0.9132,2.58,4.77,7
2350_376_24,2350_376,IBS1,12/13/03,IBAY,42.07683333,-70.51933333,WINTER,F,R,110,1.134,2.83,5,8
2350_376_9,2350_376,IBS1,12/13/03,IBAY,42.07683333,-70.51933333,WINTER,M,R,90,0.7188,2.55,4.75,7
2350_392_1,2350_392,IBS1,12/29/03,MBAY,41.87668333,-69.82861667,WINTER,M,U,70,0.4801,3.47,5.17,4
2350_404_4,2350_404,IBS1,12/22/03,MBAY,41.61868333,-69.51698333,WINTER,M,U,69,0.5462,3.36,5.36,4
2350_59_1,2350_59,IBS1,12/22/03,MBAY,44.03031667,-67.88883333,WINTER,M,R,56,0.299,2.84,5.74,2
2455_167_2,2455_167,IBS1,01/18/04,GSC,43.41758333,-70.28773333,WINTER,NA,R,58,0.4013,2.9,4.18,5
2455_167_3,2455_167,IBS1,01/18/04,GSC,43.41758333,-70.28773333,WINTER,NA,U,65,0.4498,2.55,4.79,5
2455_220_1,2455_220,IBS1,02/01/04,JEFF,43.1114,-69.61298333,WINTER,M,R,49,0.3291,2.75,4.51,5
2455_399_1,2455_399,IBS1,02/10/04,MBAY,41.78641667,-69.83061667,WINTER,F,R,51,0.2809,1.49,3.41,4
2456_138_1,2456_138,IBS1,03/04/04,MBAY,43.58015,-69.9598,WINTER,F,R,68,0.5396,2.99,5.02,4
2456_138_2,2456_138,IBS1,03/04/04,STELL,43.58015,-69.9598,WINTER,M,U,73,0.6805,3.19,5.09,7
2456_138_3,2456_138,IBS1,03/04/04,STELL,43.58015,-69.9598,WINTER,F,R,60,0.2059,2.52,4.87,4
2456_308_7,2456_308,IBS1,03/05/04,STELL,42.57843333,-70.43168333,WINTER,M,U,47,0.3841,2.49,3.97,6
2456_401_1,2456_401,IBS1,02/28/04,JEFF,41.74163333,-69.72545,WINTER,F,U,87,0.6154,3.56,6.01,5
2456_75_1,2456_75,IBS1,02/29/04,MBAY,43.85645,-69.0587,WINTER,M,U,32,0.1115,3.07,4.67,2
2456_75_2,2456_75,IBS1,02/29/04,GSC,43.85645,-69.0587,WINTER,M,U,38,0.1538,3.22,5.27,2
2457_227_2,2457_227,IBS1,04/17/04,MBAY,43.06915,-69.0797,SPRING,M,R,40,0.178,3.38,5.17,2
2457_25_1,2457_25,IBS1,04/06/04,MBAY,44.33781667,-67.7141,SPRING,M,U,74,0.4619,3.12,4.18,5
2457_253_2,2457_253,IBS1,04/04/04,MBAY,42.82556667,-70.61266667,SPRING,M,R,53,0.3075,3.01,5.02,3
2457_253_3,2457_253,IBS1,04/04/04,STELL,42.82556667,-70.61266667,SPRING,M,U,95,0.8706,2.31,4.68,8
2457_253_5,2457_253,IBS1,04/04/04,STELL,42.82556667,-70.61266667,SPRING,M,U,46,0.2676,2.59,4.84,3
2457_263_2,2457_263,IBS1,04/04/04,STELL,42.81883333,-70.57011667,SPRING,F,R,73,0.6256,3.42,6.43,5
2457_284_1,2457_284,IBS1,04/04/04,WGOM,42.7465,-70.56215,SPRING,M,R,60,0.5085,2.15,4.68,5
2457_319_2,2457_319,IBS1,04/12/04,WGOM,42.52136667,-70.63063333,SPRING,M,U,97,0.9788,2.76,5.44,8
2457_323_4,2457_323,IBS1,04/12/04,PLATTS,42.4649,-70.63795,SPRING,M,R,62,0.4596,2.61,4.65,5
2457_329_17,2457_329,IBS1,04/12/04,WGOM,42.4159,-70.6644,SPRING,M,R,92,0.9617,2.92,4.75,9
2457_329_18,2457_329,IBS1,04/12/04,WGOM,42.4159,-70.6644,SPRING,F,R,96,0.8811,1.68,4.05,7
2457_329_3,2457_329,IBS1,04/12/04,PLATTS,42.4159,-70.6644,SPRING,F,R,90,0.7229,2.94,5.04,6
2457_332_5,2457_332,IBS1,04/17/04,WGOM,42.42493333,-70.38056667,SPRING,M,U,55,0.3263,2.85,5.9,3
2457_333_11,2457_333,IBS1,04/21/04,OFF,42.41688333,-70.84,SPRING,M,R,67,0.6939,1.84,3.95,8
2457_333_13,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,M,R,75,0.7687,1.23,3.88,7
2457_333_15,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,M,U,72,0.5604,2.8,5.84,5
2457_333_3,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,M,R,56,0.3257,1.68,4.54,4
2457_333_5,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,F,R,58,0.4266,2.16,4.04,5
2457_333_6,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,M,R,60,0.534,2.08,4.93,6
2457_333_7,2457_333,IBS1,04/21/04,CASHES,42.41688333,-70.84,SPRING,M,U,69,0.5299,1.77,4.48,5
2457_334_2,2457_334,IBS1,04/21/04,OFF,42.37613333,-70.7125,SPRING,M,R,58,0.5577,1.97,4.47,6
2457_375_2,2457_375,IBS1,04/18/04,WGOM,42.07938333,-69.9783,SPRING,M,U,42,0.2195,2.11,3.89,3
2457_399_1,2457_399,IBS1,04/19/04,WGOM,41.77675,-69.8232,SPRING,M,U,97,1.0087,2.53,3.93,7
2457_399_13,2457_399,IBS1,04/19/04,WGOM,41.77675,-69.8232,SPRING,M,U,51,0.2853,2.19,4.35,3
2457_399_4,2457_399,IBS1,04/19/04,WGOM,41.77675,-69.8232,SPRING,M,U,57,0.3595,2.14,5.51,3
2457_401_4,2457_401,IBS1,04/19/04,JEFF,41.72511667,-69.71231667,SPRING,M,U,48,0.2708,1.47,4.89,3
2457_42_1,2457_42,IBS1,04/07/04,WGOM,44.24323333,-67.79583333,SPRING,M,R,46,0.2005,2.78,4.82,3
2458_158_11,2458_158,IBS1,05/20/04,STELL,43.4564,-70.10363333,SPRING,F,R,57,0.4351,1.92,4.66,5
2458_158_12,2458_158,IBS1,05/20/04,STELL,43.4564,-70.10363333,SPRING,F,R,123,1.6231,2.33,4.42,12
2458_158_13,2458_158,IBS1,05/20/04,STELL,43.4564,-70.10363333,SPRING,M,R,48,0.2634,1.53,2.33,4
2458_158_16,2458_158,IBS1,05/20/04,STELL,43.4564,-70.10363333,SPRING,M,R,72,0.6752,2.01,3.92,6
2458_158_2,2458_158,IBS1,05/20/04,GSC,43.4564,-70.10363333,SPRING,M,R,64,0.5046,1.65,4.73,5
2458_158_3,2458_158,IBS1,05/20/04,GSC,43.4564,-70.10363333,SPRING,M,R,81,0.6048,2.22,4.37,6
2458_158_6,2458_158,IBS1,05/20/04,STELL,43.4564,-70.10363333,SPRING,M,R,93,0.9033,1.96,4.28,8
2458_182_5,2458_182,IBS1,05/09/04,WGOM,43.34375,-70.11095,SPRING,M,U,54,0.453,2.32,3.76,6
2458_188_3,2458_188,IBS1,05/10/04,WGOM,43.32506667,-70.18258333,SPRING,M,U,71,0.5717,1.88,4.35,5
2458_188_5,2458_188,IBS1,05/10/04,WGOM,43.32506667,-70.18258333,SPRING,M,U,48,0.2589,1.93,3.89,3
2458_191_2,2458_191,IBS1,05/09/04,WGOM,43.34656667,-70.1602,SPRING,M,R,47,0.2765,2.16,5.16,3
2458_196_8,2458_196,IBS1,05/10/04,WGOM,43.29796667,-70.18803333,SPRING,M,U,41,0.2041,1.63,4.72,3
2458_210_2,2458_210,IBS1,05/12/04,EME,43.16708333,-70.30871667,SPRING,M,R,68,0.5498,1.74,4.21,7
2458_218_1,2458_218,IBS1,05/12/04,IBAY,43.11063333,-70.32923333,SPRING,M,U,70,0.5825,1.87,4.49,6
2458_231_1,2458_231,IBS1,04/30/04,WGOM,42.98438333,-70.50623333,SPRING,M,R,71,0.6145,2.26,5,5
2458_231_2,2458_231,IBS1,04/30/04,WGOM,42.98438333,-70.50623333,SPRING,M,U,67,0.6695,2.16,4.4,7
2458_237_8,2458_237,IBS1,05/14/04,PLATTS,42.90461667,-70.61788333,SPRING,F,R,53,0.4251,1.6,3.17,6
2458_250_13,2458_250,IBS1,05/09/04,WGOM,42.85888333,-70.25616667,SPRING,M,R,67,0.5413,2.78,4.99,5
2458_253_15,2458_253,IBS1,04/29/04,IBAY,42.82196667,-70.55361667,SPRING,M,R,39,0.1877,1.54,4.31,3
2458_253_20,2458_253,IBS1,04/29/04,IBAY,42.82196667,-70.55361667,SPRING,M,R,91,0.7776,2.57,4.44,5
2458_255_8,2458_255,IBS1,04/30/04,WGOM,42.79405,-70.33823333,SPRING,M,R,70,0.8161,1.89,4.02,8
2458_265_10,2458_265,IBS1,05/05/04,OFF,42.82771667,-70.1612,SPRING,M,R,103,0.9868,1.76,4.63,9
2458_281_3,2458_281,IBS1,05/05/04,WGOM,42.72636667,-70.21183333,SPRING,M,R,82,0.6812,2.11,4.71,6
2458_288_3,2458_288,IBS1,05/05/04,OFF,42.71371667,-70.19541667,SPRING,M,R,43,0.2291,1.34,4.82,3
2458_293_10,2458_293,IBS1,04/27/04,JEFF,42.66786667,-70.42903333,SPRING,M,R,65,0.3926,2.28,4.32,7
2458_293_14,2458_293,IBS1,04/27/04,IBAY,42.66786667,-70.42903333,SPRING,M,R,60,0.4159,3.41,4.94,5
2458_303_1,2458_303,IBS1,04/27/04,WGOM,42.61391667,-70.45028333,SPRING,M,U,88,0.7908,1.83,4.17,8
2458_303_14,2458_303,IBS1,04/27/04,STELL,42.61391667,-70.45028333,SPRING,M,U,65,0.4308,1.74,4.5,5
2458_303_5,2458_303,IBS1,04/27/04,OFF,42.61391667,-70.45028333,SPRING,M,R,76,0.6196,2.36,4.94,5
2458_303_8,2458_303,IBS1,04/27/04,STELL,42.61391667,-70.45028333,SPRING,M,R,96,0.8593,2.22,5.37,8
2458_305_2,2458_305,IBS1,05/05/04,STELL,42.60245,-70.11835,SPRING,M,R,53,0.4378,2.74,4.56,5
2458_308_2,2458_308,IBS1,04/27/04,STELL,42.5626,-70.42006667,SPRING,M,R,71,0.5792,1.86,5.37,5
2458_314_1,2458_314,IBS1,05/08/04,STELL,42.5256,-70.70673333,SPRING,M,R,82,0.943,1.68,4.97,6
2458_314_11,2458_314,IBS1,05/08/04,WGOM,42.5256,-70.70673333,SPRING,M,U,105,1.0275,2.09,3.67,12
2458_314_16,2458_314,IBS1,05/08/04,WGOM,42.5256,-70.70673333,SPRING,M,R,93,1.0845,1.57,2.47,12
2458_314_2,2458_314,IBS1,05/08/04,STELL,42.5256,-70.70673333,SPRING,M,R,90,0.8183,1.97,5.43,6
2458_314_3,2458_314,IBS1,05/08/04,STELL,42.5256,-70.70673333,SPRING,M,R,54,0.3525,1.75,3.2,4
2458_314_6,2458_314,IBS1,05/08/04,MBAY,42.5256,-70.70673333,SPRING,M,U,61,0.6424,2.32,4.95,7
2458_314_8,2458_314,IBS1,05/08/04,MBAY,42.5256,-70.70673333,SPRING,M,U,86,0.7175,1.54,4.67,6
2458_318_16,2458_318,IBS1,05/17/04,STELL,42.52408333,-70.1174,SPRING,F,R,96,0.7986,2.62,5.26,7
2458_319_10,2458_319,IBS1,05/13/04,GSC,42.51636667,-70.63631667,SPRING,M,R,78,0.7071,1.68,4.26,6
2458_319_15,2458_319,IBS1,05/13/04,MBAY,42.51636667,-70.63631667,SPRING,M,R,100,0.7787,2.14,4.59,7
2458_319_8,2458_319,IBS1,05/13/04,GSC,42.51636667,-70.63631667,SPRING,M,R,81,0.6434,1.75,3.84,6
2458_333_13,2458_333,IBS1,05/08/04,IBAY,42.4201,-70.8424,SPRING,M,U,68,0.6838,1.93,3.96,7
2458_333_4,2458_333,IBS1,05/08/04,JEFF,42.4201,-70.8424,SPRING,M,R,62,0.4926,1.68,4.48,7
2458_334_3,2458_334,IBS1,05/13/04,IBAY,42.37623333,-70.70648333,SPRING,M,R,60,0.4584,1.96,2.88,7
2458_375_7,2458_375,IBS1,05/12/04,WGOM,42.0702,-69.97375,SPRING,M,R,52,0.3218,2.26,5.12,3
2458_399_1,2458_399,IBS1,05/11/04,PLATTS,41.7758,-69.82331667,SPRING,M,R,48,0.2769,2.58,5.01,3
2458_83_2,2458_83,IBS1,05/16/04,WGOM,43.8031,-69.49353333,SPRING,M,R,79,0.5966,2.41,5.36,5
2458_83_4,2458_83,IBS1,05/16/04,GSC,43.8031,-69.49353333,SPRING,M,U,58,0.3862,2.19,4.43,4
2458_83_6,2458_83,IBS1,05/16/04,GSC,43.8031,-69.49353333,SPRING,M,R,49,0.2841,2.6,4.67,3
2465_149_1,2465_149,IBS1,12/12/04,PLATTS,43.49966667,-70.11161667,WINTER,M,R,72,0.59,2.65,4.64,5
2465_221_18,2465_221,IBS1,11/20/04,WGOM,43.12235,-70.07255,WINTER,F,R,72,0.698,1.95,4.81,5
2465_246_24,2465_246,IBS1,11/17/04,WGOM,42.87185,-70.3568,WINTER,M,R,47,0.2333,3.11,5.07,2
2465_250_17,2465_250,IBS1,11/17/04,JEFF,42.86976667,-70.26376667,WINTER,F,R,84,0.7213,3.43,5.45,5
2465_250_22,2465_250,IBS1,11/17/04,WGOM,42.86976667,-70.26376667,WINTER,F,R,81,0.6017,3.12,4.92,4
2465_250_28,2465_250,IBS1,11/17/04,WGOM,42.86976667,-70.26376667,WINTER,M,R,79,0.7066,2.46,5.11,5
2465_250_3,2465_250,IBS1,11/17/04,MBAY,42.86976667,-70.26376667,WINTER,F,R,81,0.7064,2.43,4.04,5
2465_250_4,2465_250,IBS1,11/17/04,MBAY,42.86976667,-70.26376667,WINTER,F,R,61,0.4025,2.78,5.56,3
2465_250_40,2465_250,IBS1,11/17/04,WME,42.86976667,-70.26376667,WINTER,F,R,88,0.7068,1.89,4.9,5
2465_250_6,2465_250,IBS1,11/17/04,MBAY,42.86976667,-70.26376667,WINTER,F,R,51,0.3369,2.55,4.85,3
2465_256_3,2465_256,IBS1,12/03/04,MBAY,42.83816667,-70.165,WINTER,F,R,93,0.7842,2.72,5.2,5
2465_260_7,2465_260,IBS1,11/16/04,OFF,42.81498333,-70.45521667,WINTER,F,R,101,1.1486,2.8,5.05,8
2465_274_11,2465_274,IBS1,11/16/04,WGOM,42.75776667,-70.35793333,WINTER,M,U,71,0.5786,2.32,3.96,7
2465_274_28,2465_274,IBS1,11/16/04,WGOM,42.75776667,-70.35793333,WINTER,F,R,75,0.6856,2.99,5.29,4
2465_293_1,2465_293,IBS1,11/16/04,WGOM,42.66658333,-70.4279,WINTER,F,R,59,0.5858,3.68,4.95,6
2465_301_13,2465_301,IBS1,11/16/04,MBAY,42.62848333,-70.42843333,WINTER,M,R,53,0.497,2.53,4.29,5
2465_332_1,2465_332,IBS1,11/17/04,MBAY,42.42271667,-70.3999,WINTER,M,U,70,0.4905,3.11,5.72,3
2465_333_13,2465_333,IBS1,11/16/04,JEFF,42.41996667,-70.81693333,WINTER,M,R,89,0.7719,3.34,5.12,5
2465_368_5,2465_368,IBS1,11/21/04,IBAY,42.12265,-70.56551667,WINTER,M,R,61,0.4364,2.31,3.7,3
2465_372_12,2465_372,IBS1,11/21/04,CASHES,42.09253333,-70.56966667,WINTER,M,R,70,0.5291,2.77,4.94,4
2465_376_40,2465_376,IBS1,11/22/04,MBAY,42.07608333,-70.53053333,WINTER,M,R,86,0.7239,3.57,5.63,5
2465_379_13,2465_379,IBS1,11/22/04,STELL,42.04326667,-70.56221667,WINTER,M,R,51,0.5182,2.44,4.32,7
2465_414_1,2465_414,IBS1,12/30/04,WGOM,43.01588333,-68.94695,WINTER,M,R,86,0.7805,2.77,4.98,6
2561_170_1,2561_170,IBS1,01/15/05,WME,43.41618333,-70.24663333,WINTER,F,R,65,0.4166,2.22,3.66,6
2561_25_1,2561_25,IBS1,01/31/05,WGOM,44.33506667,-67.69371667,WINTER,M,U,57,0.2399,2.91,5.33,3
2561_256_62,2561_256,IBS1,01/08/05,MBAY,42.85343333,-70.15665,WINTER,M,R,77,0.6594,3.2,4.84,7
2561_256_63,2561_256,IBS1,01/08/05,MBAY,42.85343333,-70.15665,WINTER,F,R,52,0.3532,2.31,4.77,4
2561_262_5,2561_262,IBS1,01/05/05,MBAY,42.81833333,-70.35243333,WINTER,M,U,52,0.3535,3.37,5.02,5
2561_274_5,2561_274,IBS1,01/04/05,PLATTS,42.77195,-70.35575,WINTER,F,R,89,0.6843,2.89,5.92,6
2561_314_28,2561_314,IBS1,01/05/05,MBAY,42.51748333,-70.71663333,WINTER,M,R,52,0.522,2.21,4.43,6
2561_314_46,2561_314,IBS1,01/05/05,MBAY,42.51748333,-70.71663333,WINTER,M,R,69,0.5593,2.91,5,7
2561_314_51,2561_314,IBS1,01/05/05,MBAY,42.51748333,-70.71663333,WINTER,M,R,66,0.4599,2.64,4.79,6
2561_315_11,2561_315,IBS1,01/05/05,MBAY,42.53226667,-70.55955,WINTER,M,R,53,0.4422,2.55,4.22,6
2561_316_8,2561_316,IBS1,01/05/05,STELL,42.5205,-70.42103333,WINTER,M,R,51,0.2904,2.5,4.67,3
2561_327_2,2561_327,IBS1,01/08/05,MBAY,42.4248,-70.72245,WINTER,M,R,70,0.5433,2.47,5.06,6
2561_327_23,2561_327,IBS1,01/08/05,GSC,42.4248,-70.72245,WINTER,M,R,67,0.6408,3.08,5.3,6
2561_327_24,2561_327,IBS1,01/08/05,GSC,42.4248,-70.72245,WINTER,M,R,59,0.4278,2.7,3.95,6
2561_327_33,2561_327,IBS1,01/08/05,GSC,42.4248,-70.72245,WINTER,M,R,66,0.5466,2.69,4.6,6
2561_327_36,2561_327,IBS1,01/08/05,GSC,42.4248,-70.72245,WINTER,M,R,60,0.5422,3.39,5.19,8
2561_327_73,2561_327,IBS1,01/08/05,CCB,42.4248,-70.72245,WINTER,F,R,68,0.4641,2.62,4.57,4
2561_327_8,2561_327,IBS1,01/08/05,MBAY,42.4248,-70.72245,WINTER,F,R,57,0.3627,1.76,4.29,4
2561_333_4,2561_333,IBS1,01/08/05,JEFF,42.41413333,-70.81275,WINTER,M,R,42,0.2641,2.01,3.97,4
2561_333_52,2561_333,IBS1,01/08/05,IBAY,42.41413333,-70.81275,WINTER,M,R,64,0.4909,3.47,5.95,4
2561_334_13,2561_334,IBS1,01/08/05,WGOM,42.38186667,-70.71163333,WINTER,M,R,49,0.3255,2.67,4.68,4
2561_334_2,2561_334,IBS1,01/08/05,WGOM,42.38186667,-70.71163333,WINTER,M,R,59,0.4987,3.04,4.68,5
2561_334_25,2561_334,IBS1,01/08/05,IBAY,42.38186667,-70.71163333,WINTER,M,R,41,0.2102,1.98,3.15,4
2561_334_27,2561_334,IBS1,01/08/05,JEFF,42.38186667,-70.71163333,WINTER,M,R,54,0.4567,2.69,4.3,6
2561_334_8,2561_334,IBS1,01/08/05,WGOM,42.38186667,-70.71163333,WINTER,M,R,66,0.535,2.29,4.77,6
2561_334_9,2561_334,IBS1,01/08/05,WGOM,42.38186667,-70.71163333,WINTER,M,R,62,0.4197,2.77,5.45,4
2561_355_7,2561_355,IBS1,01/29/05,MBAY,42.22091667,-70.12635,WINTER,M,R,67,0.4795,2.48,5.5,4
2561_371_10,2561_371,IBS1,01/29/05,STELL,42.11681667,-70.06335,WINTER,M,R,45,0.2262,3,5.07,3
2561_75_1,2561_75,IBS1,01/28/05,STELL,43.85218333,-69.11066667,WINTER,M,U,72,0.5512,2.45,4.29,6
2562_138_1,2562_138,IBS1,03/04/05,WGOM,43.55921667,-69.98681667,WINTER,M,R,34,0.1465,2.79,4.99,2
2562_167_2,2562_167,IBS1,02/26/05,WGOM,43.43706667,-70.29445,WINTER,M,R,61,0.3617,2.93,4.54,4
2562_170_3,2562_170,IBS1,02/26/05,WGOM,43.41668333,-70.24573333,WINTER,M,R,45,0.1934,2.95,4.54,3
2562_215_1,2562_215,IBS1,03/10/05,WGOM,43.1522,-69.6884,WINTER,M,U,81,0.5424,1.77,2.97,7
2562_281_3,2562_281,IBS1,03/11/05,WGOM,42.70353333,-70.17611667,WINTER,F,R,49,0.3009,1.79,4.08,4
2562_316_11,2562_316,IBS1,02/18/05,MBAY,42.51941667,-70.40638333,WINTER,M,R,66,0.475,3.09,5.14,5
2562_316_4,2562_316,IBS1,02/18/05,GSC,42.51941667,-70.40638333,WINTER,M,R,54,0.4688,3.13,4.59,6
2562_316_51,2562_316,IBS1,02/18/05,WGOM,42.51941667,-70.40638333,WINTER,F,R,94,0.9324,2.28,4.24,7
2562_334_10,2562_334,IBS1,02/28/05,MBAY,42.38961667,-70.72496667,WINTER,M,R,64,0.5859,2.12,4.01,6
2562_334_17,2562_334,IBS1,02/28/05,JEFF,42.38961667,-70.72496667,WINTER,M,R,50,0.428,3.2,4.92,5
2562_334_24,2562_334,IBS1,02/28/05,JEFF,42.38961667,-70.72496667,WINTER,M,U,81,0.851,2.97,5.52,6
2562_334_34,2562_334,IBS1,02/28/05,JEFF,42.38961667,-70.72496667,WINTER,M,R,57,0.4795,2.43,4.84,6
2562_334_6,2562_334,IBS1,02/28/05,GSC,42.38961667,-70.72496667,WINTER,M,R,66,0.4135,2.29,4.9,4
2562_334_8,2562_334,IBS1,02/28/05,GSC,42.38961667,-70.72496667,WINTER,M,U,61,0.5136,2.28,4.32,5
2562_340_3,2562_340,IBS1,02/26/05,WGOM,42.38205,-70.35615,WINTER,M,R,31,0.1114,2.45,4.76,2
2562_350_4,2562_350,IBS1,02/28/05,WGOM,42.25223333,-70.6773,WINTER,M,R,54,0.4307,2.38,4.27,5
2562_75_1,2562_75,IBS1,03/02/05,JEFF,43.82406667,-69.11511667,WINTER,M,R,32,0.1307,2.88,5.17,2
2562_83_2,2562_83,IBS1,03/14/05,WGOM,43.82811667,-69.48508333,WINTER,F,U,76,0.6291,2.46,4.2,6
2562_83_3,2562_83,IBS1,03/14/05,WGOM,43.82811667,-69.48508333,WINTER,M,U,60,0.4437,2.28,4.4,4
2562_92_1,2562_92,IBS1,03/11/05,WGOM,43.76903333,-69.10246667,WINTER,M,U,39,0.1866,3.15,4.68,3
2562_98_1,2562_98,IBS1,03/11/05,WGOM,43.72135,-69.64771667,WINTER,F,R,40,0.1998,3.38,4.81,3
2563_265_45,2563_265,IBS1,04/10/05,EME,42.80961667,-70.21726667,SPRING,M,R,113,1.1658,1.8,3.68,11
2563_265_49,2563_265,IBS1,04/10/05,EME,42.80961667,-70.21726667,SPRING,M,R,80,0.7189,2.39,5.01,6
2563_267_1,2563_267,IBS1,04/05/05,PLATTS,42.75193333,-70.59566667,SPRING,M,R,45,0.2864,2.3,3.82,4
2563_294_12,2563_294,IBS1,04/13/05,WGOM,42.69018333,-70.33778333,SPRING,M,R,88,0.7352,2.13,4.15,6
2563_294_5,2563_294,IBS1,04/13/05,WGOM,42.69018333,-70.33778333,SPRING,F,U,95,0.7734,2.87,5.43,7
2563_294_9,2563_294,IBS1,04/13/05,WGOM,42.69018333,-70.33778333,SPRING,M,R,120,1.6153,1.79,3.97,10
2563_297_1,2563_297,IBS1,04/07/05,WGOM,42.6738,-70.51285,SPRING,M,U,78,0.5763,1.98,4.1,7
2563_305_10,2563_305,IBS1,04/13/05,STELL,42.64095,-70.10718333,SPRING,M,R,52,0.3698,2.05,4.65,4
2563_305_11,2563_305,IBS1,04/13/05,STELL,42.64095,-70.10718333,SPRING,M,R,62,0.378,2,4.04,4
2563_305_73,2563_305,IBS1,04/13/05,WGOM,42.64095,-70.10718333,SPRING,M,R,86,1.0412,1.93,3.3,13
2563_321_1,2563_321,IBS1,04/10/05,IBAY,42.47976667,-70.6603,SPRING,M,R,74,0.6837,2.78,4.65,6
2563_321_10,2563_321,IBS1,04/10/05,IBAY,42.47976667,-70.6603,SPRING,M,R,89,0.7765,2.64,5.04,8
2563_372_5,2563_372,IBS1,04/19/05,JEFF,42.08288333,-70.55843333,SPRING,M,R,59,0.3788,2.01,4.96,4
2563_399_4,2563_399,IBS1,04/17/05,IBAY,41.76988333,-69.8213,SPRING,M,R,49,0.1493,2.38,5.82,3
2563_82_1,2563_82,IBS1,03/26/05,WGOM,43.82755,-69.421,WINTER,M,U,53,0.2995,3.19,5.09,3
2563_83_1,2563_83,IBS1,03/26/05,WGOM,43.83138333,-69.48648333,WINTER,M,U,33,0.1422,3.24,5.12,2
2563_89_1,2563_89,IBS1,03/17/05,WGOM,43.77353333,-69.22215,WINTER,M,U,52,0.2941,3.94,5.74,3
2564_138_2,2564_138,IBS1,05/19/05,STELL,43.5826,-69.95476667,SPRING,M,U,64,0.4207,1.99,4.75,4
2564_152_1,2564_152,IBS1,05/19/05,STELL,43.52161667,-70.00615,SPRING,F,R,64,0.4757,2.18,4.37,4
2564_152_3,2564_152,IBS1,05/19/05,STELL,43.52161667,-70.00615,SPRING,M,R,53,0.3652,2.21,4.73,4
2564_210_4,2564_210,IBS1,05/11/05,MBAY,43.16563333,-70.30831667,SPRING,M,R,45,0.2592,1.04,4.16,4
2564_212_1,2564_212,IBS1,05/11/05,MBAY,43.11666667,-70.04418333,SPRING,M,U,50,0.349,1.32,2.6,5
2564_229_7,2564_229,IBS1,05/11/05,WGOM,42.95638333,-70.04631667,SPRING,M,R,75,0.6488,2.27,4,5
2564_231_9,2564_231,IBS1,05/06/05,JEFF,42.9251,-70.50176667,SPRING,M,U,52,0.3764,2.29,4.25,4
2564_232_3,2564_232,IBS1,05/06/05,JEFF,42.91671833,-70.35768833,SPRING,F,R,60,0.3598,2.45,4.43,4
2564_237_2,2564_237,IBS1,05/06/05,STELL,42.90491667,-70.60481667,SPRING,M,R,58,0.6309,2.06,3.91,9
2564_237_3,2564_237,IBS1,05/06/05,STELL,42.90491667,-70.60481667,SPRING,M,R,49,0.3352,1.72,3.98,5
